id,category
2999,17
3000,6
3001,0
3002,11
3003,1
3004,9
3005,3
3006,0
3007,6
3008,15
3009,7
3010,7
3011,2
3012,2
3013,0
3014,10
3015,7
3016,10
3017,2
3018,3
3019,7
3020,12
3021,16
3022,2
3023,0
3024,5
3025,6
3026,6
3027,0
3028,6
3029,15
3030,7
3031,6
3032,11
3033,6
3034,12
3035,10
3036,6
3037,13
3038,0
3039,0
3040,3
3041,11
3042,10
3043,13
3044,4
3045,6
3046,13
3047,7
3048,3
3049,15
3050,16
3051,15
3052,3
3053,5
3054,17
3055,10
3056,7
3057,13
3058,2
3059,3
3060,10
3061,14
3062,14
3063,0
3064,16
3065,14
3066,16
3067,9
3068,7
3069,17
3070,14
3071,15
3072,7
3073,11
3074,2
3075,5
3076,6
3077,12
3078,0
3079,11
3080,1
3081,10
3082,0
3083,5
3084,14
3085,7
3086,16
3087,6
3088,6
3089,0
3090,2
3091,7
3092,9
3093,11
3094,10
3095,0
3096,11
3097,6
3098,4
3099,17
3100,1
3101,5
3102,15
3103,11
3104,7
3105,17
3106,7
3107,3
3108,2
3109,3
3110,6
3111,15
3112,14
3113,17
3114,6
3115,12
3116,6
3117,3
3118,10
3119,6
3120,7
3121,3
3122,10
3123,16
3124,8
3125,14
3126,10
3127,11
3128,1
3129,9
3130,1
3131,2
3132,3
3133,15
3134,2
3135,4
3136,2
3137,12
3138,0
3139,16
3140,1
3141,0
3142,3
3143,4
3144,7
3145,9
3146,1
3147,0
3148,11
3149,0
3150,11
3151,4
3152,11
3153,0
3154,6
3155,13
3156,0
3157,12
3158,5
3159,0
3160,3
3161,6
3162,11
3163,0
3164,7
3165,12
3166,11
3167,11
3168,15
3169,15
3170,14
3171,12
3172,2
3173,2
3174,6
3175,2
3176,5
3177,7
3178,6
3179,11
3180,14
3181,10
3182,17
3183,4
3184,0
3185,1
3186,10
3187,4
3188,14
3189,0
3190,9
3191,4
3192,0
3193,12
3194,10
3195,5
3196,9
3197,5
3198,6
3199,12
3200,6
3201,11
3202,11
3203,12
3204,2
3205,5
3206,0
3207,7
3208,7
3209,11
3210,15
3211,11
3212,11
3213,6
3214,17
3215,16
3216,17
3217,8
3218,11
3219,5
3220,6
3221,11
3222,13
3223,0
3224,7
3225,13
3226,0
3227,7
3228,8
3229,5
3230,7
3231,16
3232,15
3233,1
3234,2
3235,6
3236,10
3237,15
3238,10
3239,2
3240,0
3241,5
3242,17
3243,6
3244,0
3245,17
3246,10
3247,4
3248,12
3249,11
3250,2
3251,17
3252,12
3253,7
3254,3
3255,3
3256,17
3257,11
3258,7
3259,15
3260,0
3261,15
3262,7
3263,2
3264,7
3265,4
3266,13
3267,5
3268,7
3269,7
3270,13
3271,17
3272,15
3273,4
3274,9
3275,4
3276,3
3277,16
3278,13
3279,14
3280,4
3281,10
3282,12
3283,7
3284,9
3285,5
3286,1
3287,2
3288,17
3289,14
3290,10
3291,0
3292,15
3293,17
3294,6
3295,7
3296,2
3297,11
3298,0
3299,9
3300,5
3301,8
3302,3
3303,6
3304,4
3305,8
3306,10
3307,9
3308,6
3309,14
3310,1
3311,17
3312,5
3313,9
3314,8
3315,12
3316,14
3317,2
3318,0
3319,1
3320,6
3321,3
3322,7
3323,10
3324,15
3325,12
3326,17
3327,1
3328,4
3329,10
3330,0
3331,1
3332,15
3333,14
3334,9
3335,7
3336,6
3337,9
3338,15
3339,14
3340,6
3341,6
3342,4
3343,6
3344,10
3345,11
3346,5
3347,6
3348,8
3349,3
3350,16
3351,6
3352,6
3353,4
3354,7
3355,11
3356,0
3357,8
3358,16
3359,9
3360,10
3361,7
3362,4
3363,16
3364,7
3365,14
3366,13
3367,3
3368,5
3369,14
3370,10
3371,10
3372,1
3373,0
3374,11
3375,11
3376,11
3377,4
3378,15
3379,0
3380,0
3381,9
3382,4
3383,4
3384,3
3385,13
3386,14
3387,4
3388,8
3389,0
3390,16
3391,12
3392,9
3393,9
3394,4
3395,0
3396,9
3397,7
3398,11
3399,3
3400,11
3401,9
3402,2
3403,8
3404,1
3405,9
3406,0
3407,4
3408,4
3409,4
3410,6
3411,1
3412,14
3413,2
3414,9
3415,4
3416,14
3417,5
3418,3
3419,15
3420,10
3421,11
3422,12
3423,9
3424,5
3425,6
3426,3
3427,9
3428,4
3429,9
3430,5
3431,0
3432,15
3433,7
3434,4
3435,7
3436,9
3437,1
3438,17
3439,12
3440,0
3441,4
3442,4
3443,7
3444,12
3445,5
3446,15
3447,5
3448,5
3449,3
3450,1
3451,0
3452,0
3453,11
3454,4
3455,1
3456,7
3457,2
3458,5
3459,7
3460,16
3461,7
3462,14
3463,7
3464,10
3465,10
3466,7
3467,15
3468,7
3469,17
3470,7
3471,3
3472,2
3473,11
3474,1
3475,14
3476,3
3477,11
3478,11
3479,15
3480,13
3481,14
3482,6
3483,7
3484,6
3485,4
3486,0
3487,4
3488,7
3489,4
3490,5
3491,11
3492,4
3493,9
3494,14
3495,0
3496,9
3497,9
3498,6
3499,4
3500,11
3501,11
3502,15
3503,15
3504,5
3505,8
3506,5
3507,6
3508,5
3509,0
3510,6
3511,3
3512,3
3513,8
3514,15
3515,12
3516,10
3517,10
3518,7
3519,11
3520,3
3521,1
3522,13
3523,10
3524,5
3525,10
3526,0
3527,9
3528,7
3529,12
3530,13
3531,9
3532,8
3533,2
3534,6
3535,2
3536,4
3537,12
3538,0
3539,2
3540,15
3541,13
3542,0
3543,1
3544,10
3545,0
3546,9
3547,7
3548,12
3549,6
3550,2
3551,11
3552,14
3553,10
3554,11
3555,2
3556,16
3557,10
3558,4
3559,0
3560,10
3561,12
3562,6
3563,1
3564,14
3565,7
3566,16
3567,7
3568,3
3569,13
3570,0
3571,0
3572,2
3573,8
3574,12
3575,12
3576,5
3577,15
3578,9
3579,3
3580,16
3581,6
3582,9
3583,1
3584,11
3585,1
3586,2
3587,17
3588,1
3589,0
3590,9
3591,3
3592,0
3593,2
3594,11
3595,4
3596,0
3597,10
3598,9
3599,4
3600,10
3601,13
3602,3
3603,12
3604,6
3605,7
3606,5
3607,11
3608,5
3609,0
3610,10
3611,0
3612,6
3613,4
3614,14
3615,10
3616,13
3617,7
3618,5
3619,15
3620,11
3621,7
3622,3
3623,9
3624,1
3625,11
3626,6
3627,10
3628,8
3629,16
3630,6
3631,17
3632,1
3633,12
3634,4
3635,7
3636,2
3637,6
3638,1
3639,16
3640,3
3641,7
3642,6
3643,0
3644,11
3645,5
3646,3
3647,7
3648,9
3649,16
3650,7
3651,11
3652,11
3653,11
3654,4
3655,16
3656,5
3657,14
3658,6
3659,13
3660,12
3661,5
3662,13
3663,2
3664,4
3665,7
3666,7
3667,2
3668,2
3669,11
3670,15
3671,11
3672,10
3673,16
3674,15
3675,7
3676,9
3677,7
3678,15
3679,10
3680,11
3681,7
3682,0
3683,15
3684,7
3685,0
3686,11
3687,0
3688,2
3689,9
3690,3
3691,2
3692,11
3693,17
3694,12
3695,4
3696,11
3697,3
3698,11
3699,6
3700,11
3701,2
3702,1
3703,1
3704,7
3705,7
3706,1
3707,7
3708,10
3709,0
3710,0
3711,12
3712,7
3713,7
3714,7
3715,7
3716,4
3717,12
3718,9
3719,1
3720,6
3721,3
3722,10
3723,12
3724,11
3725,6
3726,7
3727,9
3728,10
3729,6
3730,2
3731,9
3732,3
3733,9
3734,7
3735,17
3736,10
3737,0
3738,14
3739,10
3740,0
3741,12
3742,16
3743,7
3744,2
3745,3
3746,3
3747,2
3748,10
3749,12
3750,9
3751,7
3752,17
3753,16
3754,5
3755,7
3756,16
3757,0
3758,10
3759,1
3760,16
3761,15
3762,10
3763,14
3764,13
3765,13
3766,6
3767,6
3768,5
3769,6
3770,11
3771,14
3772,6
3773,6
3774,7
3775,10
3776,11
3777,17
3778,15
3779,14
3780,7
3781,8
3782,7
3783,13
3784,9
3785,4
3786,15
3787,8
3788,3
3789,16
3790,16
3791,10
3792,6
3793,0
3794,3
3795,7
3796,10
3797,4
3798,16
3799,7
3800,9
3801,3
3802,7
3803,3
3804,15
3805,2
3806,1
3807,0
3808,15
3809,9
3810,3
3811,0
3812,2
3813,14
3814,7
3815,2
3816,0
3817,0
3818,4
3819,16
3820,15
3821,16
3822,10
3823,0
3824,15
3825,12
3826,13
3827,3
3828,3
3829,7
3830,5
3831,0
3832,9
3833,10
3834,0
3835,6
3836,11
3837,0
3838,12
3839,6
3840,2
3841,11
3842,4
3843,8
3844,14
3845,16
3846,16
3847,13
3848,1
3849,6
3850,7
3851,8
3852,11
3853,4
3854,10
3855,17
3856,6
3857,5
3858,12
3859,10
3860,9
3861,0
3862,3
3863,13
3864,9
3865,1
3866,2
3867,10
3868,0
3869,11
3870,15
3871,9
3872,11
3873,5
3874,11
3875,3
3876,17
3877,4
3878,7
3879,3
3880,15
3881,1
3882,6
3883,2
3884,2
3885,8
3886,1
3887,5
3888,2
3889,2
3890,3
3891,14
3892,9
3893,7
3894,0
3895,6
3896,17
3897,13
3898,11
3899,12
3900,0
3901,8
3902,9
3903,12
3904,2
3905,1
3906,5
3907,4
3908,4
3909,7
3910,0
3911,6
3912,10
3913,4
3914,8
3915,8
3916,8
3917,3
3918,1
3919,5
3920,10
3921,14
3922,10
3923,4
3924,10
3925,7
3926,5
3927,6
3928,5
3929,10
3930,15
3931,2
3932,2
3933,12
3934,5
3935,12
3936,10
3937,0
3938,6
3939,11
3940,14
3941,7
3942,5
3943,5
3944,6
3945,17
3946,7
3947,14
3948,14
3949,1
3950,7
3951,7
3952,11
3953,11
3954,0
3955,7
3956,8
3957,14
3958,12
3959,14
3960,12
3961,6
3962,2
3963,3
3964,9
3965,14
3966,17
3967,1
3968,17
3969,5
3970,5
3971,5
3972,0
3973,6
3974,10
3975,16
3976,11
3977,12
3978,14
3979,4
3980,6
3981,6
3982,6
3983,0
3984,16
3985,1
3986,11
3987,14
3988,8
3989,17
3990,5
3991,15
3992,5
3993,11
3994,5
3995,12
3996,0
3997,16
3998,16
3999,2
4000,2
4001,8
4002,6
4003,13
4004,1
4005,11
4006,6
4007,2
4008,10
4009,13
4010,16
4011,7
4012,6
4013,10
4014,3
4015,12
4016,7
4017,12
4018,6
4019,6
4020,6
4021,5
4022,12
4023,5
4024,7
4025,1
4026,7
4027,7
4028,0
4029,3
4030,9
4031,2
4032,9
4033,4
4034,8
4035,5
4036,5
4037,0
4038,10
4039,9
4040,6
4041,11
4042,15
4043,10
4044,8
4045,5
4046,3
4047,10
4048,2
4049,4
4050,6
4051,10
4052,16
4053,10
4054,3
4055,10
4056,6
4057,17
4058,2
4059,2
4060,0
4061,17
4062,6
4063,11
4064,1
4065,9
4066,10
4067,4
4068,14
4069,6
4070,3
4071,12
4072,6
4073,9
4074,12
4075,10
4076,2
4077,0
4078,12
4079,1
4080,14
4081,14
4082,14
4083,0
4084,8
4085,1
4086,2
4087,10
4088,8
4089,6
4090,7
4091,8
4092,4
4093,7
4094,15
4095,10
4096,16
4097,5
4098,12
4099,2
4100,0
4101,13
4102,11
4103,6
4104,1
4105,0
4106,6
4107,1
4108,0
4109,0
4110,10
4111,9
4112,7
4113,6
4114,4
4115,11
4116,5
4117,5
4118,11
4119,6
4120,2
4121,0
4122,0
4123,11
4124,10
4125,8
4126,6
4127,1
4128,13
4129,4
4130,2
4131,1
4132,11
4133,4
4134,11
4135,9
4136,6
4137,6
4138,13
4139,9
4140,15
4141,2
4142,6
4143,10
4144,6
4145,8
4146,5
4147,9
4148,2
4149,17
4150,1
4151,14
4152,11
4153,6
4154,1
4155,0
4156,1
4157,8
4158,4
4159,1
4160,12
4161,11
4162,8
4163,15
4164,7
4165,1
4166,2
4167,2
4168,1
4169,2
4170,9
4171,0
4172,12
4173,3
4174,7
4175,12
4176,6
4177,0
4178,7
4179,10
4180,0
4181,6
4182,4
4183,6
4184,0
4185,4
4186,12
4187,11
4188,6
4189,1
4190,11
4191,0
4192,0
4193,3
4194,12
4195,7
4196,9
4197,12
4198,11
4199,10
4200,10
4201,8
4202,7
4203,3
4204,12
4205,7
4206,0
4207,0
4208,6
4209,4
4210,2
4211,16
4212,16
4213,9
4214,6
4215,6
4216,6
4217,3
4218,9
4219,10
4220,5
4221,1
4222,10
4223,1
4224,3
4225,8
4226,0
4227,13
4228,3
4229,12
4230,1
4231,16
4232,15
4233,3
4234,11
4235,11
4236,14
4237,2
4238,2
4239,2
4240,11
4241,1
4242,3
4243,0
4244,16
4245,7
4246,7
4247,10
4248,6
4249,4
4250,6
4251,5
4252,1
4253,0
4254,12
4255,0
4256,17
4257,10
4258,5
4259,0
4260,0
4261,9
4262,1
4263,6
4264,11
4265,11
4266,5
4267,0
4268,13
4269,17
4270,0
4271,1
4272,10
4273,4
4274,4
4275,9
4276,10
4277,4
4278,8
4279,1
4280,16
4281,5
4282,11
4283,13
4284,12
4285,6
4286,14
4287,2
4288,13
4289,15
4290,1
4291,4
4292,14
4293,0
4294,7
4295,15
4296,7
4297,11
4298,10
4299,16
4300,0
4301,13
4302,11
4303,5
4304,11
4305,2
4306,11
4307,10
4308,1
4309,6
4310,7
4311,5
4312,0
4313,6
4314,0
4315,8
4316,9
4317,0
4318,6
4319,9
4320,7
4321,13
4322,13
4323,11
4324,5
4325,12
4326,11
4327,15
4328,16
4329,11
4330,0
4331,13
4332,0
4333,8
4334,0
4335,0
4336,9
4337,0
4338,9
4339,4
4340,10
4341,0
4342,2
4343,9
4344,5
4345,8
4346,11
4347,5
4348,12
4349,12
4350,3
4351,0
4352,10
4353,6
4354,4
4355,8
4356,6
4357,15
4358,2
4359,14
4360,14
4361,14
4362,8
4363,8
4364,1
4365,6
4366,6
4367,14
4368,0
4369,1
4370,1
4371,11
4372,17
4373,9
4374,6
4375,1
4376,6
4377,0
4378,10
4379,7
4380,0
4381,1
4382,5
4383,2
4384,0
4385,14
4386,8
4387,15
4388,9
4389,6
4390,17
4391,7
4392,16
4393,4
4394,6
4395,6
4396,1
4397,3
4398,13
4399,12
4400,7
4401,10
4402,15
4403,15
4404,7
4405,3
4406,4
4407,14
4408,13
4409,2
4410,12
4411,7
4412,9
4413,1
4414,15
4415,0
4416,2
4417,11
4418,3
4419,14
4420,9
4421,17
4422,11
4423,0
4424,16
4425,14
4426,16
4427,6
4428,8
4429,11
4430,15
4431,9
4432,17
4433,2
4434,6
4435,5
4436,2
4437,4
4438,0
4439,14
4440,6
4441,6
4442,16
4443,6
4444,2
4445,0
4446,5
4447,11
4448,0
4449,7
4450,14
4451,3
4452,6
4453,0
4454,15
4455,12
4456,12
4457,6
4458,5
4459,9
4460,2
4461,12
4462,17
4463,0
4464,17
4465,0
4466,11
4467,6
4468,2
4469,10
4470,14
4471,11
4472,9
4473,10
4474,1
4475,16
4476,14
4477,14
4478,15
4479,11
4480,5
4481,11
4482,16
4483,12
4484,17
4485,8
4486,10
4487,7
4488,12
4489,6
4490,1
4491,4
4492,8
4493,14
4494,15
4495,9
4496,4
4497,5
4498,6
4499,11
4500,12
4501,0
4502,4
4503,4
4504,12
4505,15
4506,11
4507,10
4508,10
4509,2
4510,1
4511,7
4512,13
4513,6
4514,12
4515,16
4516,10
4517,17
4518,3
4519,4
4520,2
4521,7
4522,4
4523,15
4524,9
4525,7
4526,0
4527,8
4528,10
4529,7
4530,3
4531,7
4532,6
4533,14
4534,7
4535,1
4536,16
4537,10
4538,0
4539,2
4540,4
4541,15
4542,4
4543,14
4544,2
4545,3
4546,10
4547,7
4548,7
4549,14
4550,0
4551,12
4552,8
4553,6
4554,12
4555,2
4556,1
4557,10
4558,5
4559,0
4560,3
4561,6
4562,2
4563,9
4564,12
4565,6
4566,14
4567,4
4568,5
4569,12
4570,0
4571,6
4572,4
4573,9
4574,11
4575,15
4576,10
4577,11
4578,5
4579,12
4580,17
4581,2
4582,9
4583,15
4584,9
4585,11
4586,0
4587,5
4588,2
4589,3
4590,0
4591,11
4592,9
4593,11
4594,2
4595,6
4596,4
4597,16
4598,13
4599,12
4600,0
4601,8
4602,13
4603,9
4604,14
4605,7
4606,11
4607,10
4608,12
4609,16
4610,4
4611,6
4612,3
4613,17
4614,4
4615,4
4616,13
4617,4
4618,3
4619,17
4620,15
4621,11
4622,4
4623,2
4624,9
4625,11
4626,0
4627,0
4628,0
4629,5
4630,0
4631,10
4632,14
4633,5
4634,12
4635,9
4636,11
4637,3
4638,7
4639,7
4640,6
4641,13
4642,9
4643,10
4644,11
4645,16
4646,6
4647,15
4648,0
4649,2
4650,8
4651,14
4652,3
4653,14
4654,5
4655,5
4656,15
4657,4
4658,4
4659,0
4660,1
4661,0
4662,11
4663,2
4664,6
4665,1
4666,10
4667,11
4668,8
4669,13
4670,0
4671,4
4672,12
4673,7
4674,12
4675,5
4676,12
4677,0
4678,15
4679,1
4680,11
4681,9
4682,3
4683,5
4684,11
4685,9
4686,15
4687,15
4688,15
4689,16
4690,6
4691,10
4692,12
4693,14
4694,14
4695,6
4696,2
4697,6
4698,4
4699,9
4700,12
4701,10
4702,12
4703,11
4704,3
4705,5
4706,14
4707,17
4708,1
4709,5
4710,14
4711,5
4712,5
4713,3
4714,0
4715,7
4716,11
4717,11
4718,10
4719,0
4720,14
4721,7
4722,15
4723,9
4724,0
4725,13
4726,2
4727,0
4728,6
4729,1
4730,1
4731,3
4732,11
4733,8
4734,5
4735,9
4736,10
4737,0
4738,7
4739,5
4740,11
4741,1
4742,13
4743,10
4744,9
4745,2
4746,8
4747,10
4748,6
4749,7
4750,11
4751,5
4752,7
4753,1
4754,7
4755,4
4756,16
4757,4
4758,2
4759,7
4760,6
4761,7
4762,15
4763,10
4764,2
4765,14
4766,10
4767,15
4768,6
4769,4
4770,6
4771,5
4772,14
4773,12
4774,14
4775,8
4776,16
4777,8
4778,6
4779,9
4780,11
4781,4
4782,2
4783,6
4784,1
4785,5
4786,1
4787,0
4788,17
4789,6
4790,2
4791,14
4792,0
4793,0
4794,8
4795,12
4796,10
4797,1
4798,14
4799,0
4800,7
4801,6
4802,6
4803,12
4804,0
4805,12
4806,8
4807,16
4808,8
4809,17
4810,0
4811,11
4812,6
4813,4
4814,10
4815,13
4816,4
4817,10
4818,16
4819,8
4820,4
4821,9
4822,12
4823,10
4824,13
4825,0
4826,7
4827,1
4828,0
4829,11
4830,11
4831,5
4832,10
4833,11
4834,5
4835,17
4836,0
4837,7
4838,7
4839,5
4840,13
4841,7
4842,6
4843,0
4844,5
4845,7
4846,6
4847,0
4848,1
4849,1
4850,11
4851,7
4852,4
4853,12
4854,1
4855,7
4856,6
4857,10
4858,14
4859,12
4860,1
4861,8
4862,0
4863,7
4864,2
4865,7
4866,7
4867,6
4868,15
4869,0
4870,8
4871,7
4872,4
4873,1
4874,12
4875,0
4876,0
4877,0
4878,5
4879,1
4880,11
4881,9
4882,6
4883,5
4884,4
4885,4
4886,16
4887,6
4888,16
4889,14
4890,14
4891,17
4892,9
4893,11
4894,7
4895,3
4896,7
4897,11
4898,6
4899,7
4900,6
4901,10
4902,15
4903,1
4904,13
4905,7
4906,12
4907,9
4908,1
4909,12
4910,8
4911,7
4912,3
4913,0
4914,3
4915,0
4916,5
4917,13
4918,13
4919,1
4920,5
4921,7
4922,5
4923,9
4924,2
4925,15
4926,2
4927,12
4928,6
4929,1
4930,10
4931,12
4932,14
4933,12
4934,8
4935,17
4936,0
4937,3
4938,9
4939,15
4940,2
4941,17
4942,2
4943,0
4944,16
4945,14
4946,10
4947,4
4948,6
4949,15
4950,10
4951,15
4952,1
4953,2
4954,10
4955,9
4956,3
4957,6
4958,10
4959,15
4960,12
4961,8
4962,5
4963,9
4964,7
4965,12
4966,9
4967,2
4968,6
4969,0
4970,11
4971,14
4972,4
4973,10
4974,7
4975,5
4976,7
4977,10
4978,11
4979,3
4980,10
4981,6
4982,6
4983,6
4984,16
4985,16
4986,7
4987,14
4988,0
4989,4
4990,16
4991,6
4992,9
4993,12
4994,5
4995,10
4996,1
4997,7
4998,6
4999,10
5000,0
5001,10
5002,10
5003,5
5004,1
5005,16
5006,7
5007,9
5008,11
5009,0
5010,15
5011,1
5012,7
5013,2
5014,9
5015,6
5016,0
5017,15
5018,2
5019,4
5020,8
5021,13
5022,8
5023,0
5024,6
5025,5
5026,7
5027,9
5028,15
5029,7
5030,12
5031,7
5032,15
5033,5
5034,9
5035,16
5036,0
5037,6
5038,0
5039,10
5040,7
5041,3
5042,12
5043,1
5044,6
5045,1
5046,13
5047,11
5048,10
5049,7
5050,6
5051,14
5052,3
5053,1
5054,9
5055,12
5056,11
5057,15
5058,7
5059,3
5060,11
5061,0
5062,13
5063,4
5064,8
5065,13
5066,16
5067,7
5068,7
5069,1
5070,15
5071,10
5072,9
5073,14
5074,3
5075,0
5076,14
5077,1
5078,2
5079,6
5080,1
5081,17
5082,3
5083,6
5084,10
5085,0
5086,12
5087,3
5088,7
5089,2
5090,12
5091,1
5092,8
5093,1
5094,15
5095,11
5096,1
5097,12
5098,7
5099,4
5100,12
5101,0
5102,6
5103,0
5104,9
5105,10
5106,7
5107,15
5108,9
5109,7
5110,1
5111,11
5112,1
5113,3
5114,2
5115,3
5116,0
5117,2
5118,11
5119,3
5120,14
5121,11
5122,16
5123,6
5124,11
5125,10
5126,13
5127,4
5128,3
5129,14
5130,0
5131,6
5132,1
5133,13
5134,12
5135,1
5136,11
5137,17
5138,10
5139,1
5140,9
5141,2
5142,0
5143,11
5144,10
5145,6
5146,2
5147,15
5148,12
5149,8
5150,6
5151,10
5152,14
5153,11
5154,11
5155,6
5156,13
5157,3
5158,11
5159,3
5160,2
5161,17
5162,7
5163,0
5164,1
5165,11
5166,10
5167,7
5168,12
5169,1
5170,8
5171,0
5172,10
5173,13
5174,2
5175,3
5176,0
5177,1
5178,3
5179,11
5180,4
5181,9
5182,9
5183,2
5184,11
5185,2
5186,14
5187,0
5188,8
5189,10
5190,7
5191,9
5192,4
5193,10
5194,2
5195,7
5196,0
5197,7
5198,0
5199,10
5200,1
5201,7
5202,0
5203,0
5204,16
5205,13
5206,0
5207,1
5208,14
5209,7
5210,6
5211,12
5212,10
5213,1
5214,17
5215,1
5216,9
5217,11
5218,1
5219,7
5220,4
5221,7
5222,10
5223,10
5224,6
5225,6
5226,14
5227,12
5228,13
5229,0
5230,4
5231,0
5232,5
5233,15
5234,2
5235,8
5236,0
5237,4
5238,0
5239,0
5240,0
5241,7
5242,14
5243,6
5244,12
5245,8
5246,9
5247,8
5248,9
5249,13
5250,6
5251,10
5252,1
5253,7
5254,1
5255,7
5256,16
5257,4
5258,9
5259,11
5260,15
5261,5
5262,3
5263,10
5264,4
5265,4
5266,7
5267,7
5268,5
5269,4
5270,1
5271,16
5272,0
5273,13
5274,3
5275,6
5276,4
5277,14
5278,6
5279,1
5280,0
5281,7
5282,6
5283,9
5284,17
5285,5
5286,7
5287,14
5288,10
5289,6
5290,7
5291,15
5292,6
5293,14
5294,0
5295,1
5296,0
5297,11
5298,7
5299,13
5300,2
5301,2
5302,0
5303,4
5304,7
5305,11
5306,9
5307,4
5308,5
5309,6
5310,13
5311,2
5312,5
5313,3
5314,6
5315,4
5316,5
5317,14
5318,4
5319,2
5320,7
5321,9
5322,17
5323,4
5324,4
5325,6
5326,9
5327,15
5328,7
5329,1
5330,5
5331,6
5332,15
5333,5
5334,8
5335,6
5336,7
5337,7
5338,1
5339,7
5340,15
5341,8
5342,15
5343,0
5344,8
5345,8
5346,7
5347,6
5348,16
5349,12
5350,14
5351,17
5352,2
5353,4
5354,11
5355,17
5356,3
5357,14
5358,10
5359,7
5360,6
5361,11
5362,10
5363,5
5364,9
5365,9
5366,16
5367,7
5368,14
5369,3
5370,16
5371,2
5372,7
5373,15
5374,1
5375,0
5376,17
5377,11
5378,7
5379,12
5380,15
5381,3
5382,10
5383,10
5384,16
5385,3
5386,3
5387,0
5388,9
5389,10
5390,11
5391,12
5392,1
5393,6
5394,9
5395,15
5396,9
5397,2
5398,7
5399,1
5400,1
5401,6
5402,4
5403,16
5404,17
5405,2
5406,0
5407,1
5408,9
5409,12
5410,11
5411,10
5412,10
5413,16
5414,1
5415,14
5416,6
5417,16
5418,6
5419,0
5420,16
5421,6
5422,1
5423,14
5424,6
5425,16
5426,10
5427,0
5428,7
5429,9
5430,1
5431,9
5432,1
5433,3
5434,9
5435,1
5436,4
5437,3
5438,9
5439,6
5440,7
5441,9
5442,11
5443,10
5444,1
5445,4
5446,10
5447,7
5448,15
5449,2
5450,12
5451,14
5452,9
5453,12
5454,6
5455,4
5456,10
5457,10
5458,0
5459,4
5460,3
5461,0
5462,5
5463,15
5464,6
5465,0
5466,15
5467,12
5468,13
5469,4
5470,7
5471,10
5472,12
5473,1
5474,10
5475,13
5476,14
5477,7
5478,15
5479,8
5480,8
5481,10
5482,10
5483,1
5484,5
5485,0
5486,16
5487,11
5488,9
5489,5
5490,1
5491,7
5492,0
5493,9
5494,0
5495,17
5496,14
5497,1
5498,14
5499,3
5500,15
5501,13
5502,6
5503,0
5504,4
5505,10
5506,13
5507,9
5508,5
5509,10
5510,7
5511,11
5512,10
5513,4
5514,0
5515,16
5516,0
5517,0
5518,9
5519,14
5520,8
5521,15
5522,7
5523,7
5524,4
5525,2
5526,5
5527,2
5528,11
5529,16
5530,5
5531,10
5532,14
5533,4
5534,2
5535,14
5536,8
5537,13
5538,3
5539,4
5540,13
5541,11
5542,2
5543,10
5544,9
5545,0
5546,7
5547,1
5548,14
5549,3
5550,6
5551,13
5552,12
5553,17
5554,6
5555,7
5556,0
5557,0
5558,9
5559,1
5560,12
5561,5
5562,1
5563,2
5564,11
5565,7
5566,13
5567,13
5568,10
5569,7
5570,14
5571,5
5572,3
5573,10
5574,7
5575,3
5576,0
5577,2
5578,0
5579,9
5580,16
5581,7
5582,8
5583,11
5584,4
5585,10
5586,10
5587,7
5588,0
5589,0
5590,1
5591,1
5592,1
5593,12
5594,2
5595,15
5596,14
5597,13
5598,14
5599,4
5600,1
5601,12
5602,3
5603,13
5604,2
5605,10
5606,5
5607,12
5608,11
5609,8
5610,9
5611,5
5612,6
5613,10
5614,7
5615,9
5616,10
5617,8
5618,9
5619,16
5620,4
5621,0
5622,4
5623,12
5624,12
5625,8
5626,5
5627,2
5628,0
5629,11
5630,0
5631,9
5632,1
5633,12
5634,0
5635,1
5636,17
5637,0
5638,4
5639,10
5640,0
5641,9
5642,0
5643,1
5644,6
5645,5
5646,3
5647,16
5648,8
5649,0
5650,2
5651,14
5652,16
5653,7
5654,11
5655,10
5656,7
5657,0
5658,0
5659,10
5660,6
5661,8
5662,6
5663,17
5664,7
5665,15
5666,11
5667,0
5668,11
5669,0
5670,11
5671,15
5672,13
5673,17
5674,6
5675,12
5676,3
5677,6
5678,7
5679,6
5680,3
5681,10
5682,0
5683,11
5684,13
5685,6
5686,17
5687,12
5688,7
5689,12
5690,14
5691,13
5692,11
5693,6
5694,14
5695,11
5696,1
5697,3
5698,12
5699,1
5700,14
5701,11
5702,14
5703,5
5704,10
5705,2
5706,0
5707,11
5708,6
5709,6
5710,14
5711,6
5712,4
5713,11
5714,10
5715,15
5716,17
5717,5
5718,4
5719,7
5720,3
5721,11
5722,9
5723,2
5724,3
5725,4
5726,15
5727,6
5728,13
5729,11
5730,9
5731,1
5732,4
5733,11
5734,6
5735,14
5736,0
5737,0
5738,0
5739,0
5740,1
5741,0
5742,8
5743,15
5744,6
5745,12
5746,17
5747,3
5748,17
5749,11
5750,17
5751,3
5752,8
5753,0
5754,0
5755,4
5756,6
5757,11
5758,11
5759,6
5760,9
5761,4
5762,1
5763,16
5764,5
5765,0
5766,12
5767,16
5768,10
5769,6
5770,0
5771,1
5772,10
5773,12
5774,8
5775,7
5776,14
5777,10
5778,15
5779,8
5780,15
5781,12
5782,1
5783,6
5784,3
5785,11
5786,12
5787,5
5788,14
5789,6
5790,4
5791,16
5792,0
5793,0
5794,7
5795,6
5796,1
5797,13
